Name,Website,Phone number,City,Location,Search cities,Website active,Website check,Final URL,Source,Detail URL
Guru Roofing Ltd.,,778-710-9884,Vancouver,"BC, Canada",Delta; Langley; Port Moody; Surrey; Vancouver; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Guru-Roofing-Ltd/100972674.html
Gutter Brothers Contracting,,604-754-1885,Vancouver,"BC, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Gutter-Brothers-Contracting/102677056.html
Gxm Roofing & Drainage Ltd,,604-291-7529,Vancouver,"1020 Cordova St E, Vancouver, BC, V6A 4A3, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Vancouver/Gxm-Roofing-Drainage-Ltd/102858082.html
H B Roofing Ltd,http://hbroofing.ca/,604-946-5346,Vancouver,"BC, Canada",Delta; Langley; Richmond; Surrey; Vancouver; White Rock,Yes,"roofing content, phone match, regional match",http://hbroofing.ca/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/H-B-Roofing-Ltd/3276207.html
H C Diamond Roofing Enterprise,,778-828-1179,Vancouver,"BC, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/H-C-Diamond-Roofing-Enterprise/101030829.html
H Paras Roofing,http://www.vancouver-roofing.com/,604-319-1312,Vancouver,"BC, Canada",Delta; Langley; Surrey; Vancouver; White Rock,Yes,"roofing content, phone match, city match, regional match",http://www.vancouver-roofing.com/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/H-Paras-Roofing/5985632.html
HC Diamond Roofing,,604-600-6350,Vancouver,"BC, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/HC-Diamond-Roofing/101003559.html
HES Roofing,,778-561-1062,Vancouver,"203-825 Nicola St, BC, V6G 2C4, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/HES-Roofing/102899083.html
Haida Roofing,,604-431-3906,Vancouver,"3505 Haida Dr, Vancouver, BC, V5M 3Y9, Canada",Port Moody; Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Vancouver/Haida-Roofing/100846904.html
Hankins Roofing,,778-689-9486,Vancouver,"Vancouver, BC, V6B 3P7, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Vancouver/Hankins-Roofing/100847340.html
Helios Roofing & Waterproofing,,604-783-6095,Vancouver,"BC, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Helios-Roofing-Waterproofing/100846903.html
High Class Roofing Ltd,,604-716-7409,Vancouver,"1262 Vernon Dr, Vancouver, BC, V6A 4C9, Canada",Delta; Langley; Port Moody; Richmond; Surrey; Vancouver; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Vancouver/High-Class-Roofing-Ltd/102566931.html
High Rise Roofing Ltd,,604-505-2336,Vancouver,"BC, Canada",Delta; Langley; Surrey; Vancouver; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/High-Rise-Roofing-Ltd/5980473.html
Holland Roofing,http://www.hollandroofing.ca/en/,604-685-8688,Vancouver,"BC, Canada",Vancouver,No,not reachable or parked: http://www.hollandroofing.ca/en/: status=200 len=114 parked=True | https://www.hollandroofing.ca/en/: status=200 len=114 parked=True | https://hollandroofing.ca/en/: status=200 len=114 parked=True | http://hollandroofing.ca/en/: status=200 len=114 parked=True,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Holland-Roofing/5971928.html
Hunter Roofing Ltd,http://www.hunterroofing.com/,604-695-0920,Vancouver,"Vancouver, BC, V6B 3P7, Canada",Delta; Richmond; Vancouver,Yes,"roofing content, name match, city match, regional match",https://hunterroofing.com/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Vancouver/Hunter-Roofing-Ltd/101511610.html
ISC Roofing Systems,,778-883-7385,Vancouver,"BC, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/ISC-Roofing-Systems/5364903.html
In Awe Roofing,https://inaweroofing.com/,604-255-7663,Vancouver,"BC, Canada",Vancouver,Yes,"roofing content, phone match, city match, regional match",https://inaweroofing.com/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/In-Awe-Roofing/6543289.html
Interlock Roofing Systems,http://www.interlockroofing.com/,866-733-5811,Vancouver,"Vancouver, BC, V6B 3P7, Canada",Delta; Richmond; Vancouver,Yes,"roofing content, phone match, name match, city match, regional match",https://www.interlockroofing.com/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Vancouver/Interlock-Roofing-Systems/100929236.html
J & N Roofing,,604-254-0355,Vancouver,"12-2241 12Th Ave E, Vancouver, BC, V5N 2B2, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Vancouver/J-N-Roofing/104460034.html
J Canadian Roofing Ltd,,604-831-7243,Vancouver,"BC, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/J-Canadian-Roofing-Ltd/6072425.html
Jaun Roofing,,604-716-4879,Vancouver,"BC, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Jaun-Roofing/6758693.html
Jaysquared Roofing And Repairs Ltd,,604-315-1696,Vancouver,"Vancouver, BC, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Vancouver/Jaysquared-Roofing-And-Repairs-Ltd/104611856.html
Jem Roofing,http://jemroofing.ca/,778-288-7143,Vancouver,"BC, Canada",Coquitlam; Maple Ridge; Pitt Meadows; Port Coquitlam; Vancouver,No,roofing content,https://jemroofing.ca/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Jem-Roofing/6208333.html
Johal Roofing,,604-506-0679,Vancouver,"BC, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Johal-Roofing/104456294.html
Judge Roofing,,604-312-9195,Vancouver,"BC, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Judge-Roofing/101121117.html
KB Roofing Ltd,,604-726-4099,Vancouver,"BC, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/KB-Roofing-Ltd/101231578.html
Kerrisdale Roofing & Drains,https://kerrisdaleroofinganddrains.com/,604-360-2114,Vancouver,"Vancouver, BC, V6B 3P7, Canada",Vancouver,Yes,"roofing content, phone match, name match, city match, regional match",https://www.kerrisdaleroofinganddrains.com/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Vancouver/Kerrisdale-Roofing-Drains/101501846.html
Key West Roofing Ltd,,604-618-1471,Vancouver,"BC, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Key-West-Roofing-Ltd/100847814.html
Kingsway Tile Roofing,,604-324-0604,Vancouver,"BC, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Kingsway-Tile-Roofing/104459648.html
Knight Roofing Contractors,,604-640-7660,Vancouver,"610-555 W Georgia St, Vancouver, BC, V6B 1Z6, Canada",North Vancouver; Vancouver; West Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Vancouver/Knight-Roofing-Contractors/2356790.html
Komo Roofing,https://www.komoroofing.com,778-888-0449,Vancouver,"1917 West 4th Avenue, Vancouver, British Columbia, V6J 1M7, Canada",Vancouver; West Vancouver,Yes,"roofing content, name match",https://www.komoroofing.com/,OpenStreetMap,OpenStreetMap/Nominatim
Komo Roofing And Contracting Services Inc.,,778-655-9142,Vancouver,"118-1917 4Th Ave W, Vancouver, BC, V6J 1M7, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Vancouver/Komo-Roofing-And-Contracting-Services-Inc/102476595.html
LKH Waterproofing,http://www.lkhwaterproofing.com/,604-781-8426,Vancouver,"BC, Canada",Delta; Langley; Surrey; Vancouver; White Rock,Yes,"roofing content, phone match, name match, city match, regional match",https://lkhwaterproofing.com/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/LKH-Waterproofing/5901108.html
Landmark Roofing Ltd,,778-668-9451,Vancouver,"BC, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Landmark-Roofing-Ltd/101477391.html
Laurentian Roofing Inc,http://laurentianroofing.com/,604-345-7663,Vancouver,"8165 Main St, Vancouver, BC, V5X 3L2, Canada",Delta; Langley; Surrey; Vancouver; White Rock,Yes,"roofing content, phone match, name match, city match, regional match",https://www.laurentianroofing.com/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Vancouver/Laurentian-Roofing-Inc/7791904.html
Legendary Roofing,,778-889-2809,Vancouver,"BC, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Legendary-Roofing/101296491.html
Let it Rain Roofing,,604-328-0527,Vancouver,"BC, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Let-it-Rain-Roofing/101029279.html
Lockhart Roofing,https://lockhart-roofing.ca/,604-314-5544,Vancouver,"BC, Canada",Vancouver,Yes,"roofing content, phone match, name match, city match, regional match",https://www.lockhart-roofing.ca/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Lockhart-Roofing/102761326.html
Los Compadres Roofing,,604-649-5013,Vancouver,"BC, Canada",North Vancouver; Port Moody; Vancouver; West Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Los-Compadres-Roofing/100846641.html
Lower Mainland Roofing,http://www.lower-mainland-roofing.ca/,604-760-7475,Vancouver,"BC, Canada",Burnaby; Delta; Langley; New Westminster; Surrey; Vancouver; White Rock,No,"not reachable or parked: http://www.lower-mainland-roofing.ca/: HTTPConnectionPool(host='www.lower-mainland-roofing.ca', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='www.lower-mainland-roofing.ca', port=80): Failed to resolve 'www.lower-mainland-roofing.ca' ([Errno 11001] getaddrinfo failed)"")) | https://www.lower-mainland",,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Lower-Mainland-Roofing/100847405.html
M D M Roofing Ltd,,604-724-3514,Vancouver,"BC, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/M-D-M-Roofing-Ltd/100972050.html
M Gold Siding & Soffits Ltd,,604-728-9290,Vancouver,"BC, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/M-Gold-Siding-Soffits-Ltd/6072884.html
MPG Roofing,http://mpgroofing.ca/,604-916-1428,Vancouver,"200-1982 Broadway W, Vancouver, BC, V6J 1Z2, Canada",Vancouver,Yes,"roofing content, city match, regional match",https://mpgroofing.ca/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Vancouver/MPG-Roofing/8109691.html
Mac Residential Roofing,http://www.macroofing.ca/,778-237-7663,Vancouver,"BC, Canada",Burnaby; New Westminster; North Vancouver; Vancouver; West Vancouver,No,"not reachable or parked: http://www.macroofing.ca/: HTTPConnectionPool(host='www.macroofing.ca', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='www.macroofing.ca', port=80): Failed to resolve 'www.macroofing.ca' ([Errno 11001] getaddrinfo failed)"")) | https://www.macroofing.ca/: HTTPSConnectionPool(host='www.macroofing.ca', ",,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Mac-Residential-Roofing/4437730.html
MacBeth Bros Roofing,,604-643-8552,Vancouver,"3156 13th Ave W, Vancouver, BC, V6K 2V3, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Vancouver/MacBeth-Bros-Roofing/7649640.html
Macbeth Roofing,,604-365-2491,Vancouver,"Vancouver, BC, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Vancouver/Macbeth-Roofing/101511572.html
Macbeth Roofing & Waterproofing,,778-374-0333,Vancouver,"BC, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Macbeth-Roofing-Waterproofing/100437852.html
Magnum Roofing Ltd,,604-720-3432,Vancouver,"BC, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Magnum-Roofing-Ltd/101133648.html
Manhire Roofing,,778-302-1772,Vancouver,"BC, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Manhire-Roofing/104205269.html
Mastercraft Roofing,,604-322-5517,Vancouver,"BC, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Mastercraft-Roofing/4236113.html
Mattu Roofing Ltd,,604-961-2035,Vancouver,"BC, Canada",Delta; Langley; Surrey; Vancouver; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Mattu-Roofing-Ltd/100972988.html
Max Roofing,https://maxroofingbc.ca/,604-379-1751,Vancouver,"407- 5932 Patterson Ave, Vancouver, BC, V6B 3P7, Canada",Port Moody; Vancouver,Yes,"roofing content, city match, regional match",https://maxroofingbc.ca/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Vancouver/Max-Roofing/100925785.html
McDonald's Roofing Ltd,,604-220-0378,Vancouver,"478 60th Ave E, Vancouver, BC, V5X 1Z9, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Vancouver/McDonald-s-Roofing-Ltd/1036443.html
McNabb Roofing,http://www.mcnabbroofing.net/,604-839-7881,Vancouver,"BC, Canada",Port Moody; Vancouver,No,"not reachable or parked: http://www.mcnabbroofing.net/: HTTPConnectionPool(host='www.mcnabbroofing.net', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='www.mcnabbroofing.net', port=80): Failed to resolve 'www.mcnabbroofing.net' ([Errno 11001] getaddrinfo failed)"")) | https://www.mcnabbroofing.net/: HTTPSConnectionPool(host='",,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/McNabb-Roofing/100487060.html
Metal Roof Expert,,604-644-1304,Vancouver,"Vancouver, BC, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Vancouver/Metal-Roof-Expert/6137789.html
Millwall Roofing Ltd,https://millwallroofing.com/,604-763-1930,Vancouver,"BC, Canada",Abbotsford; Burnaby; Mission; New Westminster; Vancouver,Yes,"roofing content, phone match, name match, city match, regional match",https://millwallroofing.com/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Millwall-Roofing-Ltd/101479780.html
Modern Day Roofing,,604-761-9039,Vancouver,"BC, Canada",Burnaby; New Westminster; Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Modern-Day-Roofing/101499073.html
Moon Light Roofing Ltd,,604-837-3600,Vancouver,"BC, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Moon-Light-Roofing-Ltd/101501681.html
Moores Waterproofing,https://fsjroofing.com/,250-793-9581,Vancouver,"Fort St. John, BC, V1J 5Y3, Canada",Vancouver,Yes,"roofing content, phone match, name match, regional match",https://fsjroofing.com/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Fort-St-John/Moores-Waterproofing/100492725.html
Moose on a Roof,,604-349-7941,Vancouver,"BC, Canada",Delta; Langley; Surrey; Vancouver; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Moose-on-a-Roof/100973699.html
More Than A Roof Housing,,604-301-1236,Vancouver,"155E 37Th Ave E Suite E 37Th, Vancouver, BC, V5W 1E5, Canada",Burnaby; New Westminster; Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Vancouver/More-Than-A-Roof-Housing/100711660.html
Navco Roofing,,778-991-7858,Vancouver,"Vancouver, BC, V6B 3P7, Canada",Coquitlam; Maple Ridge; Pitt Meadows; Port Coquitlam; Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Vancouver/Navco-Roofing/101501436.html
Neo Roofing,,604-802-1443,Vancouver,"BC, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Neo-Roofing/101034061.html
New Delhi Paan Center Ltd,http://www.barneyovansroofing.com/en/,604-327-0358,Vancouver,"BC, Canada",Vancouver,No,"not reachable or parked: http://www.barneyovansroofing.com/en/: HTTPConnectionPool(host='www.barneyovansroofing.com', port=80): Max retries exceeded with url: /en/ (Caused by NameResolutionError(""HTTPConnection(host='www.barneyovansroofing.com', port=80): Failed to resolve 'www.barneyovansroofing.com' ([Errno 11001] getaddrinfo failed)"")) | https://www.barneyovansroofing.c",,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/New-Delhi-Paan-Center-Ltd/3458203.html
NextGen Roofing Vancouver,,778-302-1543,Vancouver,"BC, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/NextGen-Roofing-Vancouver/104766069.html
Nico's Roofing,,778-868-9854,Vancouver,"BC, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Nico-s-Roofing/101030069.html
Nika Roofing,,778-316-7958,Vancouver,"Vancouver, BC, V6B 3P7, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Vancouver/Nika-Roofing/100848046.html
Northview Roofing Ltd.,,604-807-0070,Vancouver,"410-2906 Broadway W, Vancouver, BC, V6K 2G8, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Vancouver/Northview-Roofing-Ltd/102480086.html
Norton Roofing Systems Ltd,,778-379-1342,Vancouver,"1500-701 W Georgia St, Vancouver, BC, V7Y 1G5, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Vancouver/Norton-Roofing-Systems-Ltd/101511268.html
O G Roofing,,604-315-5287,Vancouver,"BC, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/O-G-Roofing/6296523.html
